"date","description","original_description","amount","transaction_type","category","account_name","labels","notes"
"5/03/2021","GREENLAKE BOATHOUSE SEATTLE WA 05/01","GREENLAKE BOATHOUSE SEATTLE WA","9.00","debit","Coffee Shops","PREMIER PLUS CKG","",""
"5/03/2021","BB* SHELTER LOUNGE G HTTPSBBOT.M EN PA 05/01","BB* SHELTER LOUNGE G HTTPSBBOT.M","12.82","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"5/03/2021","CROWN HILL GROC SEATTLE WA 05/02","CROWN HILL GROC SEATTLE WA","187.50","debit","Groceries","PREMIER PLUS CKG","",""
"4/29/2021","XHALE GAL 127 N 85TH S SEATTLE W A 04/29","XHALE GAL 127 N 85TH S SEATTLE W","34.10","debit","Entertainment","PREMIER PLUS CKG","",""
"4/29/2021","TST* THE DILLER ROOM (S SEATTLE WA 04/29","TST* THE DILLER ROOM (S SEATTLE","53.97","debit","Restaurants","PREMIER PLUS CKG","",""
"4/28/2021","TEKSYSTEMS, INC. DIR DEP PPD ID: 5522010575","TEKSYSTEMS, INC. DIR DEP","1394.80","credit","Paycheck","PREMIER PLUS CKG","",""
"4/28/2021","GREENWOOD LOCATION Seattle W A 04/27","SQ *GREENWOOD LOCATION Seattle W","15.20","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/28/2021","THE WING DOME GREENWOOD SEATTLE WA 04/27","THE WING DOME GREENWOOD SEATTLE","35.48","debit","Restaurants","PREMIER PLUS CKG","",""
"4/28/2021","ONLYFANS 8886880458 FL","ONLYFANS                 8886880458   FL","10.00","debit","Entertainment","Alaska Airlines Visa Signature","",""
"4/27/2021","DIVA ESPRESSO - GREENWO SEATTLE WA 04/25","DIVA ESPRESSO - GREENWO SEATTLE","9.54","debit","Coffee Shops","PREMIER PLUS CKG","",""
"4/26/2021","Shell","SHELL SERVICE STATION SEATTLE WA","16.48","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/26/2021","Shell","SHELL SERVICE STATION SEATTLE WA","51.66","debit","Gas & Fuel","PREMIER PLUS CKG","",""
"4/26/2021","A1 Mart","A1 MART INC SEATTLE WA","23.14","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/26/2021","TST* RETREAT SEATTLE WA 04/24","TST* RETREAT SEATTLE WA","19.28","debit","Restaurants","PREMIER PLUS CKG","",""
"4/26/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","14.40","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/26/2021","Title Boxing Club","TITLEBOXINGCLUB 913660 913-66013","159.00","debit","Gym","PREMIER PLUS CKG","",""
"4/26/2021","Molina Healthcare, Inc.","MOLINA HEALTHCARE INC 888-858-34","377.94","debit","Health Insurance","BUS COMPLETE CHK","","5/1 Health Premiums"
"4/24/2021","ONLYFANS.COM 8886880458 IL","ONLYFANS.COM             8886880458   IL","17.63","debit","Entertainment","Alaska Airlines Visa Signature","",""
"4/23/2021","BREAKAWAY 812-941-4177 IN 04/22","BREAKAWAY 812-941-4177 IN","10.50","debit","Gifts & Donations","PREMIER PLUS CKG","",""
"4/22/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","7.20","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/22/2021","GREENWOOD LOCATION Seattle W A 04/21","SQ *GREENWOOD LOCATION Seattle W","14.32","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/22/2021","TST* THE YARD CAFE SEATTLE WA 04/21","TST* THE YARD CAFE SEATTLE WA","27.23","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/22/2021","Youtube","GOOGLE *YouTube TV 855-836-3987","71.55","debit","Subscription_Service","PREMIER PLUS CKG","",""
"4/22/2021","Amazon","AMZN Mktp US*LE9U60N Amzn.com/bi","96.15","debit","Shopping","PREMIER PLUS CKG","","masks, gym towels, razors, pomade, soap"
"4/22/2021","Shell","SHELL SERVICE STATION SEATTLE WA","25.52","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/22/2021","CenturyLink","CenturyLink      SPEEDPAY","55.00","debit","Internet","PREMIER PLUS CKG","",""
"4/21/2021","TEKSYSTEMS, INC. DIR DEP PPD ID: 5522010575","TEKSYSTEMS, INC. DIR DEP","1394.80","credit","Paycheck","PREMIER PLUS CKG","",""
"4/21/2021","CORNELLY SEATTLE WA 04/20","SQ *CORNELLY SEATTLE WA","26.22","debit","Restaurants","PREMIER PLUS CKG","",""
"4/21/2021","TST* SOL LIQUOR LOUNGE SEATTLE W A 04/21","TST* SOL LIQUOR LOUNGE SEATTLE W","15.13","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/20/2021","Chess.com Chess.com 800-3182827 CA 04/20","Chess.com Chess.com 800-3182827","25.80","debit","Entertainment","PREMIER PLUS CKG","",""
"4/20/2021","Orig Name Vimo","ORIG CO NAME:VIMO INC","1053.00","credit","Paycheck","BUS COMPLETE CHK","",""
"4/19/2021","Fred Meyer","FRED-MEYE FRED MEYER 1 SEATTLE W","63.08","debit","Groceries","PREMIER PLUS CKG","",""
"4/19/2021","EL GRITO SEATTLE WA 04/16","EL GRITO SEATTLE WA","16.23","debit","Restaurants","PREMIER PLUS CKG","",""
"4/19/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","16.80","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/19/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","6.65","debit","Coffee Shops","PREMIER PLUS CKG","",""
"4/19/2021","GREENLAKE BOATHOUSE SEATTLE WA 04/17","GREENLAKE BOATHOUSE SEATTLE WA","6.00","debit","Coffee Shops","PREMIER PLUS CKG","",""
"4/19/2021","Title Boxing Club","TITLEBOXINGCLUB 913660 913-66013","11.01","debit","Gym","PREMIER PLUS CKG","","Wraps"
"4/19/2021","GREENWOOD LOCATION Seattle W A 04/17","SQ *GREENWOOD LOCATION Seattle W","17.23","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/16/2021","Trade","TRADE COFFEE CO DRINKTRADE.CO MA","25.00","debit","Coffee Shops","PREMIER PLUS CKG","",""
"4/16/2021","HRB ONLINE TAX PRODUC 800-472-56 25 MO 04/15","HRB ONLINE TAX PRODUC 800-472-56","121.26","debit","Taxes","BUS COMPLETE CHK","",""
"4/15/2021","LIFEWISE HEALTH PLA 800-817-3056 WA 04/14","LIFEWISE HEALTH PLA 800-817-3056","70.84","debit","Health Insurance","BUS COMPLETE CHK","","4/1 & 5/1 Dental Premiums"
"4/15/2021","SERVICE FEE 888-658-5465 TN 04/14","SERVICE FEE 888-658-5465 TN","52.04","debit","Bank Fee","BUS COMPLETE CHK","",""
"4/15/2021","US TREAS TAX payment 888-658-5465 TN 04/14","US TREAS TAX PMT 888-658-5465 TN","2090.00","debit","Taxes","BUS COMPLETE CHK","",""
"4/15/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","7.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/15/2021","GREENWOOD LOCATION Seattle W A 04/14","SQ *GREENWOOD LOCATION Seattle W","13.22","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/15/2021","Netflix","NETFLIX.COM NETFLIX.COM CA","15.42","debit","Subscription_Service","PREMIER PLUS CKG","",""
"4/15/2021","INTEREST PAYMENT","INTEREST PAYMENT","0.10","credit","Interest Income","PREMIER PLUS CKG","",""
"4/15/2021","MONTHLY SERVICE FEE","MONTHLY SERVICE FEE","25.00","debit","Bank Fee","PREMIER PLUS CKG","",""
"4/14/2021","TEKSYSTEMS, INC. DIR DEP PPD ID: 5522010575","TEKSYSTEMS, INC. DIR DEP","625.14","credit","Paycheck","PREMIER PLUS CKG","",""
"4/13/2021","TWP*SUB2873298 WAPO.COM DC 04/12","TWP*SUB2873298 WAPO.COM DC","9.99","debit","Subscription_Service","PREMIER PLUS CKG","",""
"4/13/2021","ONLYFANS.COM 8886880458 IL","ONLYFANS.COM             8886880458   IL","27.57","debit","Entertainment","Alaska Airlines Visa Signature","",""
"4/12/2021","Kens Market Inc","KEN'S MARKET #75-1160 SEATTLE WA","9.85","debit","Groceries","PREMIER PLUS CKG","",""
"4/12/2021","GREENWOOD LOCATION Seattle W A 04/11","SQ *GREENWOOD LOCATION Seattle W","13.22","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/12/2021","Dino's Tomato Pie","DINOS TOMATO PIE Seattle WA","16.93","debit","Restaurants","PREMIER PLUS CKG","",""
"4/12/2021","Captain","CAPTAIN BLACKS SEATTLE WA","25.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/12/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","4.15","debit","Coffee Shops","PREMIER PLUS CKG","",""
"4/12/2021","A Pizza Mart","A Pizza Mart - Universi Seattle","43.81","debit","Restaurants","PREMIER PLUS CKG","",""
"4/09/2021","Snapshots","SQ *SNAPSHOT BREWING Seattle WA","17.72","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/09/2021","Robinhood","ROBINHOOD        Funds      9331","250.00","debit","Financial Advisor","PREMIER PLUS CKG","",""
"4/08/2021","OLAF'S SEATTLE WA 04/07","OLAF'S SEATTLE WA","16.00","debit","Restaurants","PREMIER PLUS CKG","",""
"4/08/2021","T-Mobile","TMOBILE PARK CONCESSIO SEATTLE W","12.13","debit","Entertainment","PREMIER PLUS CKG","","mariners"
"4/08/2021","T-Mobile","TMOBILE PARK CONCESSIO SEATTLE W","14.88","debit","Entertainment","PREMIER PLUS CKG","","mariners"
"4/08/2021","T-Mobile","TMOBILE PARK CONCESSIO SEATTLE W","14.88","debit","Entertainment","PREMIER PLUS CKG","","mariners"
"4/08/2021","Eb Sam Bush","EB SAM BUSH BAND WITH    801-413-7200 CA","44.79","credit","Transfer","Alaska Airlines Visa Signature","",""
"4/07/2021","BK OF AMER VISA ONLINE payment CKF9 58241099POS WEB ID: 9500000000","BK OF AMER VISA  ONLINE PMT CKF9","156.46","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"4/07/2021","Amazon","AMZN Mktp US*823B59O Amzn.com/bi","76.07","debit","Shopping","PREMIER PLUS CKG","","Gym Bag"
"4/07/2021","Google","GOOGLE*GOOGLE FI SUPPORT.GOOGL C","46.83","debit","Mobile Phone","PREMIER PLUS CKG","",""
"4/06/2021","Orig Name Vimo","ORIG CO NAME:VIMO INC","1170.00","credit","Paycheck","BUS COMPLETE CHK","",""
"4/06/2021","Shell","SHELL SERVICE STATION SEATTLE WA","21.87","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/06/2021","BA ELECTRONIC PAYMENT","BA ELECTRONIC PAYMENT","156.46","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"4/05/2021","GREENWOOD LOCATION Seattle W A 04/04","SQ *GREENWOOD LOCATION Seattle W","13.22","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/05/2021","BALLARD COFFEE WORK Seattle WA 04/04","SQ *BALLARD COFFEE WORK Seattle","4.13","debit","Coffee Shops","PREMIER PLUS CKG","",""
"4/05/2021","Tractor Tavern","TRACTOR TAVERN SEATTLE WA","14.36","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/05/2021","CHECK 242","CHECK","1575.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"4/05/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","21.60","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/05/2021","CAFFE VITA - CAPITO Seattle WA 04/03","SQ *CAFFE VITA - CAPITO Seattle","4.91","debit","Coffee Shops","PREMIER PLUS CKG","",""
"4/05/2021","PERSHING BROKERAGE PPD ID: 1132741729","PERSHING         BROKERAGE","500.00","debit","Financial Advisor","PREMIER PLUS CKG","",""
"4/02/2021","Lenny's Produce","LENNYS PRODUCE SEATTLE WA","39.59","debit","Groceries","PREMIER PLUS CKG","",""
"4/02/2021","Bi Cycle Shop","JRA BICYCLE SHOP SEATTLE WA","19.99","debit","Auto & Transport","PREMIER PLUS CKG","","Tubes"
"4/02/2021","Google","GOOGLE*YOUTUBEPREMIUM 650-253000","13.22","debit","Subscription_Service","PREMIER PLUS CKG","","Youtube Premium"
"4/01/2021","GREENWOOD 76 SEATTLE WA 04/01","GREENWOOD 76 SEATTLE WA","47.16","debit","Gas & Fuel","PREMIER PLUS CKG","",""
"4/01/2021","GREENWOOD LOCATION Seattle W A 03/31","SQ *GREENWOOD LOCATION Seattle W","13.21","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"4/01/2021","CROWN HILL GROC SEATTLE WA 04/01","CROWN HILL GROC SEATTLE WA","124.14","debit","Groceries","PREMIER PLUS CKG","",""
"3/31/2021","USPS","USPS PO 54761300 8306 SEATTLE WA","8.45","debit","Shopping","PREMIER PLUS CKG","",""
"3/31/2021","ANNUAL FEE","ANNUAL FEE","75.00","debit","Service Fee","Alaska Airlines Visa Signature","",""
"3/30/2021","PAYPAL TRANSFER PPD ID: PAYPALSD11","PAYPAL           TRANSFER","250.00","credit","Transfer","PREMIER PLUS CKG","",""
"3/30/2021","ATM WITHDRAWAL 009781 03/308500 GREE","ATM WITHDRAWAL","250.00","debit","Transfer","PREMIER PLUS CKG","",""
"3/30/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","14.40","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/30/2021","Molina Healthcare, Inc.","MOLINA HEALTHCARE INC 888-858-34","377.94","debit","Health Insurance","BUS COMPLETE CHK","","4/1 Health Premium"
"3/29/2021","ATM WITHDRAWAL 009328 03/278500 GREE","ATM WITHDRAWAL","40.00","debit","Entertainment","PREMIER PLUS CKG","",""
"3/29/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","13.75","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/29/2021","Snapshots","SQ *SNAPSHOT BREWING Seattle WA","15.19","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/29/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","4.15","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/29/2021","GREENWOOD LOCATION Seattle W A 03/26","SQ *GREENWOOD LOCATION Seattle W","13.21","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/26/2021","Title Boxing Club","TITLEBOXINGCLUB 913660 913-66013","119.00","debit","Gym","PREMIER PLUS CKG","",""
"3/26/2021","SEATTLEUTILTIES WEB_PAY 2648 1289031221 WEB ID: 1916001275","SEATTLEUTILTIES  WEB_PAY    2648","273.68","debit","Utilities","PREMIER PLUS CKG","",""
"3/24/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","5.10","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/24/2021","Shell","SHELL SERVICE STATION SEATTLE WA","9.97","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/24/2021","CAROLINE?S BARBERSHOPSeattle WA","SQ *CAROLINE?S BARBERSHOPSeattle      WA","51.75","debit","Hair","Alaska Airlines Visa Signature","",""
"3/24/2021","Orig Name Vimo","ORIG CO NAME:VIMO INC","1404.00","credit","Paycheck","BUS COMPLETE CHK","",""
"3/23/2021","CenturyLink","CenturyLink      SPEEDPAY","55.00","debit","Internet","PREMIER PLUS CKG","",""
"3/23/2021","BREAKAWAY 812-941-4177 IN 03/22","BREAKAWAY 812-941-4177 IN","10.50","debit","Gifts & Donations","PREMIER PLUS CKG","",""
"3/23/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","20.70","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/22/2021","Google","GOOGLE*YOUTUBE TV INTERNET CA","71.55","debit","Subscription_Service","PREMIER PLUS CKG","","You Tube TV"
"3/22/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","4.15","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/22/2021","GREENWOOD LOCATION Seattle W A 03/21","SQ *GREENWOOD LOCATION Seattle W","20.98","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/22/2021","GREENWOOD LOCATION Seattle W A 03/20","SQ *GREENWOOD LOCATION Seattle W","13.21","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/22/2021","Title Boxing Club","TITLE BOXING CLUB SEATT SEATTLE","29.99","debit","Gym","PREMIER PLUS CKG","",""
"3/19/2021","Amazon","Amazon.com*T35AT8OM3 Amzn.com/bi","102.90","debit","Shopping","PREMIER PLUS CKG","","External Hard Drive"
"3/19/2021","Fred Meyer","FRED-MEYER #0122         SEATTLE      WA","29.71","debit","Groceries","Alaska Airlines Visa Signature","",""
"3/18/2021","Shell","SHELL SERVICE STATION SEATTLE WA","8.11","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/17/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","8.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/17/2021","Internal Revenue Service","IRS  TREAS 310     TAXEIP3","1400.00","credit","Federal Tax","PREMIER PLUS CKG","",""
"3/17/2021","Trade","TRADE COFFEE CO DRINKTRADE.CO MA","25.00","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/17/2021","GREENWOOD LOCATION Seattle W A 03/16","SQ *GREENWOOD LOCATION Seattle W","14.98","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/17/2021","CROWN HILL GROC SEATTLE WA 03/17","CROWN HILL GROC SEATTLE WA","56.89","debit","Groceries","PREMIER PLUS CKG","",""
"3/16/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","4.15","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/16/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","22.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/16/2021","TWP*SUB2873298 WAPO.COM DC 03/15","TWP*SUB2873298 WAPO.COM DC","9.99","debit","Subscription_Service","PREMIER PLUS CKG","",""
"3/15/2021","GREENWOOD LOCATION Seattle W A 03/13","SQ *GREENWOOD LOCATION Seattle W","14.31","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/15/2021","Netflix","NETFLIX.COM NETFLIX.COM CA","15.40","debit","Subscription_Service","PREMIER PLUS CKG","",""
"3/15/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","7.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/15/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","4.15","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/15/2021","CHECK 241","CHECK","1575.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"3/15/2021","MONTHLY SERVICE FEE","MONTHLY SERVICE FEE","25.00","debit","Bank Fee","PREMIER PLUS CKG","",""
"3/15/2021","INTEREST PAYMENT","INTEREST PAYMENT","0.11","credit","Interest Income","PREMIER PLUS CKG","",""
"3/12/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","6.90","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/11/2021","Bartell Drug","BARTELL DRUGS 073 SEATTLE WA","7.70","debit","Groceries","PREMIER PLUS CKG","",""
"3/11/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","4.80","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/10/2021","Lenny's Produce","LENNYS PRODUCE SEATTLE WA","26.59","debit","Groceries","PREMIER PLUS CKG","",""
"3/10/2021","CROWN HILL GROC SEATTLE WA 03/10","CROWN HILL GROC SEATTLE WA","36.70","debit","Groceries","PREMIER PLUS CKG","",""
"3/10/2021","Google","GOOGLE*GOOGLE FI INTERNET CA","75.53","debit","Subscription_Service","PREMIER PLUS CKG","",""
"3/09/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","20.70","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/09/2021","Orig Name Vimo","ORIG CO NAME:VIMO INC","975.00","credit","Paycheck","BUS COMPLETE CHK","",""
"3/08/2021","Chess.com Chess.com 800-3182827 CA 03/06","Chess.com Chess.com 800-3182827","31.93","debit","Entertainment","PREMIER PLUS CKG","",""
"3/08/2021","74th Street Ale House","74TH STREET ALE HOUSE SEATTLE WA","8.43","debit","Restaurants","PREMIER PLUS CKG","",""
"3/08/2021","GREENWOOD LOCATION Seattle W A 03/06","SQ *GREENWOOD LOCATION Seattle W","13.21","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/08/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","4.15","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/08/2021","Mike & Mikes Guitar Bar","MIKE & MIKES GUITAR BA SEATTLE W","9.91","debit","Shopping","PREMIER PLUS CKG","","New Strings"
"3/08/2021","BK OF AMER VISA ONLINE payment CKF9 58241099POS WEB ID: 9500000000","BK OF AMER VISA  ONLINE PMT CKF9","261.99","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"3/06/2021","BA ELECTRONIC PAYMENT","BA ELECTRONIC PAYMENT","261.99","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"3/05/2021","TOPRESUME USPACKAGE 800-313-0415 NY 03/04","TOPRESUME USPACKAGE 800-313-0415","349.00","debit","Entertainment","PREMIER PLUS CKG","","Resume Service"
"3/04/2021","Shell","SHELL SERVICE STATION SEATTLE WA","20.55","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/04/2021","FBPAY *NetworkforGo donate.fb.c om CA 03/03","FBPAY  *NetworkforGo donate.fb.c","50.00","debit","Charity","PREMIER PLUS CKG","",""
"3/03/2021","TEKSYSTEMS, INC. DIR DEP PPD ID: 5522010575","TEKSYSTEMS, INC. DIR DEP","1072.57","credit","Paycheck","PREMIER PLUS CKG","",""
"3/02/2021","Road Runner Sports","ROAD RUNNER SPORTS       800-743-3206 CA","59.99","debit","Shopping","Alaska Airlines Visa Signature","","Cancel this subscription....."
"3/02/2021","PERSHING BROKERAGE PPD ID: 1132741729","PERSHING         BROKERAGE","500.00","debit","Financial Advisor","PREMIER PLUS CKG","",""
"3/02/2021","YouTubePremiu 855-836-39 87 CA 03/01","GOOGLE *YouTubePremiu 855-836-39","13.20","debit","Subscription_Service","PREMIER PLUS CKG","",""
"3/02/2021","Fred Meyer","FRED-MEYE FRED MEYER 1 SEATTLE W","49.98","debit","Groceries","PREMIER PLUS CKG","",""
"3/01/2021","Kens Market Inc","KEN'S MARKET #75-1160 SEATTLE WA","13.20","debit","Groceries","PREMIER PLUS CKG","",""
"3/01/2021","CROWN HILL GROC SEATTLE WA 03/01","CROWN HILL GROC SEATTLE WA","126.58","debit","Groceries","PREMIER PLUS CKG","",""
"3/01/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","4.15","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/01/2021","GREENWOOD LOCATION Seattle W A 02/26","SQ *GREENWOOD LOCATION Seattle W","13.21","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"3/01/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","4.15","debit","Coffee Shops","PREMIER PLUS CKG","",""
"3/01/2021","GREENWOOD LOCATION Seattle W A 02/27","SQ *GREENWOOD LOCATION Seattle W","13.21","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/26/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","13.20","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/26/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","13.80","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/26/2021","Coindexter's","COINDEXTERS SEATTLE WA","25.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/25/2021","Herkimer Coffee","SQ *HERKIMER COFFEE - P Seattle","4.10","debit","Coffee Shops","PREMIER PLUS CKG","",""
"2/24/2021","GREENWOOD LOCATION Seattle W A 02/23","SQ *GREENWOOD LOCATION Seattle W","18.38","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/24/2021","TEKSYSTEMS, INC. DIR DEP PPD ID: 5522010575","TEKSYSTEMS, INC. DIR DEP","1231.12","credit","Paycheck","PREMIER PLUS CKG","",""
"2/23/2021","Orig Name Vimo","ORIG CO NAME:VIMO INC","1092.00","credit","Paycheck","BUS COMPLETE CHK","",""
"2/23/2021","Flying J","FLYING BIKE COOPERATIVE SEATTLE","27.60","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/23/2021","BREAKAWAY 812-941-4177 IN 02/22","BREAKAWAY 812-941-4177 IN","10.50","debit","Gifts & Donations","PREMIER PLUS CKG","",""
"2/23/2021","CenturyLink","CenturyLink      SPEEDPAY","55.00","debit","Internet","PREMIER PLUS CKG","",""
"2/22/2021","ATM WITHDRAWAL 003182 02/228500 GREE","ATM WITHDRAWAL","60.00","debit","Entertainment","PREMIER PLUS CKG","",""
"2/22/2021","GREENWOOD LOCATION Seattle W A 02/19","SQ *GREENWOOD LOCATION Seattle W","18.71","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"2/22/2021","Goodwill Industries","GOODWILL BALLARD - DIR SEATTLE W","18.70","debit","Shopping","PREMIER PLUS CKG","",""
